geo_id,type,coordinates,highway
37478,Point,"[116.49873138779292, 39.92818529213718]",10
37479,Point,"[116.49607254712535, 39.92551809170478]",10
37480,Point,"[116.4960644416267, 39.92443097037277]",10
37481,Point,"[116.49609772389756, 39.92848814033174]",10
37482,Point,"[116.49609668081528, 39.92970909383883]",10
37483,Point,"[116.49909080086846, 39.93522800832297]",4
37484,Point,"[116.49500327778179, 39.934204115190795]",10
37485,Point,"[116.49500683282895, 39.934750226968525]",10
37486,Point,"[116.49501893359395, 39.93512070630764]",10
37487,Point,"[116.49439445479474, 39.93404900651235]",4
37488,Point,"[116.49347141024627, 39.9339023190135]",4
37489,Point,"[116.49291030752889, 39.933826764114656]",4
37490,Point,"[116.4923404392452, 39.933795633240806]",4
37491,Point,"[116.49168638440347, 39.93379024559691]",4
37492,Point,"[116.4916203307586, 39.93378763836229]",4
37493,Point,"[116.49831640211875, 39.93565843669732]",10
37494,Point,"[116.49832131265721, 39.93748909647812]",10
37495,Point,"[116.49615835011369, 39.93451970825333]",4
37496,Point,"[116.49538385246225, 39.93430109368416]",4
37497,Point,"[116.4951613858234, 39.934244449427865]",4
37498,Point,"[116.50266747621227, 39.936236637129674]",4
37499,Point,"[116.50250331161732, 39.93629993246886]",4
37500,Point,"[116.50279744751482, 39.93678186911921]",0
37501,Point,"[116.49582815208674, 39.94052073061053]",10
37502,Point,"[116.4954365343757, 39.94053089066957]",10
37503,Point,"[116.49504431741639, 39.9405410511364]",10
37504,Point,"[116.49827182139221, 39.940846979953704]",6
37505,Point,"[116.49505351124178, 39.93917376868574]",10
37506,Point,"[116.49505977675265, 39.938289914371005]",10
37507,Point,"[116.49507102113544, 39.936589912137116]",10
37508,Point,"[116.49480412407385, 39.94054106085766]",10
37509,Point,"[116.4950018852474, 39.94219654333248]",0
37510,Point,"[116.49501114801373, 39.94297584734007]",0
37511,Point,"[116.49507536662837, 39.94346307712318]",0
37512,Point,"[116.49524237518769, 39.94377719592182]",0
37513,Point,"[116.49514045900278, 39.94536236100034]",0
37514,Point,"[116.41734793370384, 39.93356681863774]",4
37515,Point,"[116.41838912379362, 39.933602699611505]",4
37516,Point,"[116.42189600129431, 39.933612824090496]",4
37517,Point,"[116.42369033979584, 39.93362000096804]",4
37518,Point,"[116.4242890776619, 39.933620293779235]",4
37519,Point,"[116.456581708159, 39.933654885315015]",4
37520,Point,"[116.45774538536581, 39.93365558126531]",4
37521,Point,"[116.45792051018374, 39.93365571529753]",4
37522,Point,"[116.4584731018811, 39.93365595341064]",4
37523,Point,"[116.4596020787545, 39.93365604639066]",4
37524,Point,"[116.4600305790391, 39.933656821296786]",4
37525,Point,"[116.45538213577895, 39.93343790359328]",10
37526,Point,"[116.45539070132375, 39.93255535046767]",10
37527,Point,"[116.45538939650828, 39.9317038182991]",10
37528,Point,"[116.45538376262972, 39.93132181395205]",10
37529,Point,"[116.45537812792654, 39.930933309325944]",10
37530,Point,"[116.4553836992553, 39.93082179360788]",10
37531,Point,"[116.45537945582964, 39.929606152233866]",10
37532,Point,"[116.45533260628369, 39.929044022849546]",10
37533,Point,"[116.41720675300677, 39.93388578480037]",8
37534,Point,"[116.41718781897815, 39.93432060945497]",8
37535,Point,"[116.41716242061462, 39.935007046641104]",8
37536,Point,"[116.41709638858435, 39.93525588114958]",8
37537,Point,"[116.41702869384478, 39.93579162763023]",8
37538,Point,"[116.41702344068567, 39.93613614343073]",8
37539,Point,"[116.41701827516783, 39.93638425530891]",8
37540,Point,"[116.4170053181961, 39.9366662713903]",8
37541,Point,"[116.4169792762123, 39.93701039471953]",8
37542,Point,"[116.41698188910482, 39.93712239827165]",8
37543,Point,"[116.41706677385017, 39.93501398229959]",8
37544,Point,"[116.41711470314847, 39.933882018887935]",8
37545,Point,"[116.34177071319586, 39.908309084118464]",6
37546,Point,"[116.34383699440875, 39.90752264798267]",8
37547,Point,"[116.43447060815492, 39.91555955739296]",8
37548,Point,"[116.43470717643974, 39.915022961602595]",10
37549,Point,"[116.43471890350193, 39.914592629601884]",10
37550,Point,"[116.42593137162655, 39.93315577504045]",8
37551,Point,"[116.42857595613535, 39.93361150625882]",4
37552,Point,"[116.46203735754435, 39.989561756538144]",10
37553,Point,"[116.46189406493501, 39.989505873933744]",10
37554,Point,"[116.46174987667678, 39.98947059349743]",10
37555,Point,"[116.46209442155262, 39.98979223862184]",6
37556,Point,"[116.46193655821725, 39.99041881723565]",6
37557,Point,"[116.46217995756105, 39.99045307483563]",6
37558,Point,"[116.46133857032133, 39.99034384183515]",6
37559,Point,"[116.46087771692466, 39.99215153250476]",6
37560,Point,"[116.46101255529506, 39.99232974372621]",6
37561,Point,"[116.46251356138679, 39.99260831650878]",6
37562,Point,"[116.48357358011941, 39.97538444079433]",6
37563,Point,"[116.48379019851521, 39.975357733493354]",6
37564,Point,"[116.48416332828899, 39.97514147851341]",6
37565,Point,"[116.48319380164983, 39.97427225658832]",6
37566,Point,"[116.48298193599108, 39.97408223949876]",6
37567,Point,"[116.48259256041597, 39.97434713337331]",6
37568,Point,"[116.4825765370398, 39.974501284111305]",6
37569,Point,"[116.48462152686918, 39.975552306950085]",6
37570,Point,"[116.27797986234276, 39.86485284088205]",10
37571,Point,"[116.28688947090349, 39.86520785841636]",10
37572,Point,"[116.28726793055185, 39.865268987520295]",10
37573,Point,"[116.289322018449, 39.865527488618646]",10
37574,Point,"[116.28982507578525, 39.86557139491992]",10
37575,Point,"[116.29386881179552, 39.8658729321047]",10
37576,Point,"[116.29251587258001, 39.86590266856237]",12
37577,Point,"[116.29623080600095, 39.86619725115825]",12
37578,Point,"[116.30955965845943, 39.86675637499677]",10
37579,Point,"[116.30927635670115, 39.86716221999547]",11
37580,Point,"[116.29118289267024, 39.83177104248943]",8
37581,Point,"[116.29113249784973, 39.831558065515324]",11
37582,Point,"[116.2906569757509, 39.83090173248656]",11
37583,Point,"[116.28731653512006, 39.836607454622325]",10
37584,Point,"[116.29129584862544, 39.836629200797574]",10
37585,Point,"[116.2934249665214, 39.83685994367936]",10
37586,Point,"[116.28640667812502, 39.840814103913914]",11
37587,Point,"[116.28726099695022, 39.840873062399424]",10
37588,Point,"[116.28533514627443, 39.84237773590403]",12
37589,Point,"[116.28565313755729, 39.841833844225576]",12
37590,Point,"[116.28579215589112, 39.84151257477506]",12
37591,Point,"[116.28595738828835, 39.841055625982854]",12
37592,Point,"[116.2862415744314, 39.83991266539269]",12
37593,Point,"[116.28679930395455, 39.83730161751456]",12
37594,Point,"[116.2872818091738, 39.83512121928953]",12
37595,Point,"[116.28741050139345, 39.83461383216095]",12
37596,Point,"[116.28761168033462, 39.834090327047]",12
37597,Point,"[116.28791848359974, 39.833511340811775]",12
37598,Point,"[116.28455144765688, 39.843725989675384]",12
37599,Point,"[116.28433525539629, 39.8440644850817]",12
37600,Point,"[116.28414890483171, 39.844465616587655]",12
37601,Point,"[116.28405284142148, 39.84478233685727]",12
37602,Point,"[116.28398171343144, 39.845167787190924]",12
37603,Point,"[116.283736935005, 39.84823902195374]",12
37604,Point,"[116.32425737156224, 39.82974692101226]",10
37605,Point,"[116.32533638837188, 39.829049503205724]",10
37606,Point,"[116.32559494536451, 39.82888237937421]",10
37607,Point,"[116.32614974552448, 39.828545704044494]",10
37608,Point,"[116.32372824875073, 39.830157256699415]",0
37609,Point,"[116.32374308998483, 39.830224188969055]",0
37610,Point,"[116.32528733574877, 39.830306995235894]",8
37611,Point,"[116.32593478320864, 39.830303016193156]",8
37612,Point,"[116.32716413951502, 39.830270140038515]",8
37613,Point,"[116.31325937056977, 39.83080248157767]",11
37614,Point,"[116.31383198113177, 39.83031775249354]",8
37615,Point,"[116.31271219770628, 39.8303149950949]",11
37616,Point,"[116.31107476876899, 39.830789401246236]",11
37617,Point,"[116.31511011920357, 39.83031500961935]",8
37618,Point,"[116.3091402693705, 39.83081312414109]",8
37619,Point,"[116.31321777215285, 39.83149655506956]",10
37620,Point,"[116.31314486140238, 39.83180004786191]",10
37621,Point,"[116.31382372490897, 39.83080557057013]",11
37622,Point,"[116.33021661986177, 39.830863687921784]",8
37623,Point,"[116.3302777827997, 39.83105521743212]",6
37624,Point,"[116.33115049031859, 39.833631254576154]",6
37625,Point,"[116.32919403842915, 39.83437996960057]",6
37626,Point,"[116.32912438932017, 39.83444984147012]",6
37627,Point,"[116.32319555617293, 39.83084650651441]",8
37628,Point,"[116.32645841520018, 39.83236904314367]",6
37629,Point,"[116.3270828795662, 39.832856457641405]",6
37630,Point,"[116.30546611723146, 39.83083869264717]",8
37631,Point,"[116.30228840598282, 39.830807898086945]",8
37632,Point,"[116.30569960052196, 39.832064449418155]",10
37633,Point,"[116.30566337697188, 39.83241391420113]",10
37634,Point,"[116.30559609955614, 39.83279113084449]",10
37635,Point,"[116.30546662584372, 39.83331515728029]",10
37636,Point,"[116.30534334056716, 39.833650681530955]",10
37637,Point,"[116.31296523455768, 39.8353241654034]",10
37638,Point,"[116.29790500080557, 39.833622578940435]",6
37639,Point,"[116.29916494984361, 39.83362090089283]",6
37640,Point,"[116.30520528229634, 39.83361345802912]",6
37641,Point,"[116.30229386431925, 39.83361699214376]",6
37642,Point,"[116.30526124496292, 39.83329082643511]",10
37643,Point,"[116.30538210160006, 39.832763085376534]",10
37644,Point,"[116.3054406644303, 39.83240095544003]",10
37645,Point,"[116.30546987568651, 39.83205837968581]",10
37646,Point,"[116.30450233784957, 39.83714316732425]",10
37647,Point,"[116.32903003501374, 39.83572614456497]",6
37648,Point,"[116.32900920062032, 39.835828611505804]",6
37649,Point,"[116.32891509927292, 39.835922938404195]",6
37650,Point,"[116.328162577573, 39.836567048278546]",6
37651,Point,"[116.32804543135465, 39.836714235104914]",6
37652,Point,"[116.32798042078302, 39.837004230189365]",6
37653,Point,"[116.32798092583376, 39.837035533155124]",6
37654,Point,"[116.34180519726863, 39.83669249770739]",10
37655,Point,"[116.33722733886134, 39.83492456926707]",0
37656,Point,"[116.34246416919616, 39.83492122923808]",0
37657,Point,"[116.30393377261143, 39.840056554599116]",10
37658,Point,"[116.30378726233978, 39.839677300557696]",10
37659,Point,"[116.30380185747889, 39.83942740770176]",10
37660,Point,"[116.30387144894014, 39.83915789996367]",10
37661,Point,"[116.30399221170191, 39.838720062141114]",10
37662,Point,"[116.30432593952848, 39.83731529910869]",10
37663,Point,"[116.30404009121891, 39.84027583569564]",8
37664,Point,"[116.30651421675668, 39.84011408692008]",10
37665,Point,"[116.30690973408906, 39.83991041907444]",10
37666,Point,"[116.30885000078555, 39.83880665767936]",10
37667,Point,"[116.3954228839792, 39.802046577492334]",0
37668,Point,"[116.39541050757673, 39.802294190420724]",0
37669,Point,"[116.45061118764357, 39.983433129916]",10
37670,Point,"[116.45031653719619, 39.98383278111299]",13
37671,Point,"[116.45444602013461, 39.981123671234336]",12
37672,Point,"[116.45561809066338, 39.9803702101583]",12
37673,Point,"[116.417372885046, 39.98805478543036]",10
37674,Point,"[116.36537253150888, 39.98699931364777]",10
37675,Point,"[116.41684907030425, 39.98804447848726]",10
37676,Point,"[116.41696668965056, 39.985562334280196]",10
37677,Point,"[116.41736684295294, 39.98848070527511]",10
37678,Point,"[116.41727175175834, 39.98813422701815]",11
37679,Point,"[116.41711754105265, 39.988166985908066]",11
37680,Point,"[116.41694762774583, 39.98812394629728]",11
37681,Point,"[116.41697935504037, 39.988470749072945]",10
37682,Point,"[116.41891111282332, 39.98852026501095]",10
37683,Point,"[116.42528903373615, 39.98870538154636]",10
37684,Point,"[116.42543168907352, 39.98870897591146]",10
37685,Point,"[116.42838143855012, 39.988782786432076]",10
37686,Point,"[116.43010001994972, 39.98884511514655]",10
37687,Point,"[116.43037236651676, 39.98883625325418]",10
37688,Point,"[116.43094571339978, 39.988853392589164]",10
37689,Point,"[116.42971942173814, 39.988973780397686]",12
37690,Point,"[116.4246572186989, 39.98914415715563]",10
37691,Point,"[116.48955114763223, 39.93396025949833]",10
37692,Point,"[116.48955502655676, 39.93390684609565]",10
37693,Point,"[116.48691470047251, 39.86109422026685]",8
37694,Point,"[116.48680456164115, 39.8615640607741]",6
37695,Point,"[116.48638481493283, 39.86174246659968]",6
37696,Point,"[116.48633362808762, 39.86195532409478]",6
37697,Point,"[116.48613865417079, 39.862085385688886]",6
37698,Point,"[116.48405649936265, 39.862989315780574]",6
37699,Point,"[116.48398158510996, 39.86312043317069]",6
37700,Point,"[116.48397630026008, 39.863886390238356]",6
37701,Point,"[116.48612664622337, 39.86167369688361]",10
37702,Point,"[116.48585573295789, 39.86168826687528]",10
37703,Point,"[116.48553211487331, 39.86174658734259]",10
37704,Point,"[116.48522125156998, 39.86182937135468]",10
37705,Point,"[116.48419281933113, 39.86227469351716]",10
37706,Point,"[116.4834286975728, 39.86255384951894]",10
37707,Point,"[116.48241286449115, 39.86287519612164]",10
37708,Point,"[116.48209401058881, 39.8629762855575]",10
37709,Point,"[116.48181641390421, 39.86312376157334]",10
37710,Point,"[116.48747880242503, 39.86480941335764]",11
37711,Point,"[116.48835609921176, 39.865751347319126]",8
37712,Point,"[116.39523155318979, 39.83193335757506]",12
37713,Point,"[116.44916990601791, 39.8319366474634]",8
37714,Point,"[116.44997444407623, 39.83199231816937]",8
37715,Point,"[116.45062920866052, 39.832064138024855]",8
37716,Point,"[116.3987026805507, 39.83205450605619]",12
37717,Point,"[116.40502536299338, 39.83218039994746]",12
37718,Point,"[116.39550091780828, 39.831888707097725]",13
37719,Point,"[116.39590626719952, 39.83188893110479]",13
37720,Point,"[116.39184090870488, 39.83199089652446]",13
37721,Point,"[116.38762066881178, 39.83188837761721]",12
37722,Point,"[116.38654055281432, 39.83186352189639]",12
37723,Point,"[116.39050290133208, 39.83210562688387]",8
37724,Point,"[116.39021234478031, 39.83209310480776]",8
37725,Point,"[116.44778821768361, 39.83254278917273]",8
37726,Point,"[116.32373536584834, 39.98674380235583]",6
37727,Point,"[116.32251866496038, 39.98588309543489]",10
37728,Point,"[116.32180482427405, 39.98771674320717]",6
37729,Point,"[116.32361643223652, 39.9877821220246]",6
37730,Point,"[116.32125661702395, 39.987672225695476]",6
37731,Point,"[116.32766974508979, 39.9880101755457]",6
37732,Point,"[116.33288914952679, 39.988168741415556]",6
37733,Point,"[116.33309349296444, 39.98797512473969]",8
37734,Point,"[116.333146083875, 39.98694668351589]",8
37735,Point,"[116.33296300452167, 39.988056978247556]",10
37736,Point,"[116.33296700279567, 39.98797058237575]",10
37737,Point,"[116.33302419762296, 39.98688964782432]",10
37738,Point,"[116.33303612072982, 39.98685636929802]",10
37739,Point,"[116.4507810035907, 39.969472156346114]",10
37740,Point,"[116.44467939990984, 39.969981090334706]",10
37741,Point,"[116.44429217766756, 39.96979779306715]",10
37742,Point,"[116.4440896837178, 39.96972100655862]",10
37743,Point,"[116.44448617666609, 39.96979308801364]",10
37744,Point,"[116.44434634294048, 39.969616500864035]",10
37745,Point,"[116.44427517262403, 39.96948390718259]",10
37746,Point,"[116.44426457772596, 39.969353018554955]",10
37747,Point,"[116.44436420829975, 39.968849942217894]",10
37748,Point,"[116.44320340031254, 39.99495310320455]",6
37749,Point,"[116.44370080002587, 39.99497094168756]",6
37750,Point,"[116.44427871244253, 39.994920040997386]",6
37751,Point,"[116.44468556991801, 39.994915299936615]",6
37752,Point,"[116.44520718560281, 39.99497497087103]",6
37753,Point,"[116.44625577199616, 39.995161973387106]",6
37754,Point,"[116.44632122992792, 39.9951578652712]",6
37755,Point,"[116.44636673008644, 39.995147489699285]",6
37756,Point,"[116.44656698593894, 39.9950746549468]",6
37757,Point,"[116.44651877402332, 39.99494312939511]",6
37758,Point,"[116.44663683549572, 39.933912972761966]",6
37759,Point,"[116.44658617529122, 39.934929898270546]",6
37760,Point,"[116.44658587975468, 39.93495989997833]",6
37761,Point,"[116.44658263435497, 39.935333220504845]",6
37762,Point,"[116.44657289983503, 39.936466382548645]",6
37763,Point,"[116.44481384984779, 39.93648564204524]",6
37764,Point,"[116.44385338340003, 39.93691506674023]",10
37765,Point,"[116.44388625336428, 39.93720462747713]",10
37766,Point,"[116.44400205543741, 39.93750535973973]",10
37767,Point,"[116.46138060436262, 39.99706083193018]",10
37768,Point,"[116.4613832838106, 39.99695972169858]",6
37769,Point,"[116.46139706260881, 39.99631786392247]",6
37770,Point,"[116.46174327063814, 39.996348397313774]",6
37771,Point,"[116.46187987628473, 39.996348093204006]",6
37772,Point,"[116.46193510979732, 39.99629436779044]",6
37773,Point,"[116.46197139035851, 39.996180382014266]",6
37774,Point,"[116.46197135622161, 39.995911270667044]",6
37775,Point,"[116.46140757774396, 39.99588802241019]",6
37776,Point,"[116.45950419555889, 39.99692781675838]",6
37777,Point,"[116.46048704770163, 39.99703649374233]",10
37778,Point,"[116.4604900275679, 39.99694458332858]",6
37779,Point,"[116.46056553954614, 39.994790627127024]",6
37780,Point,"[116.46100628514658, 39.99478156076194]",6
37781,Point,"[116.46022756856061, 39.99694015456356]",6
37782,Point,"[116.46022339169367, 39.99702936743623]",10
37783,Point,"[116.45848569439356, 39.99677878003273]",6
37784,Point,"[116.32589975382233, 39.89230140127697]",11
37785,Point,"[116.32575512976959, 39.89230132827171]",11
37786,Point,"[116.32591902097926, 39.89329188362915]",10
37787,Point,"[116.32595382727644, 39.89112084830026]",10
37788,Point,"[116.32603366402465, 39.89078318327669]",10
37789,Point,"[116.32762445930295, 39.893308413412406]",10
37790,Point,"[116.32576967419783, 39.893194997208816]",10
37791,Point,"[116.32208000964552, 39.89179111928828]",8
37792,Point,"[116.32220189156676, 39.8919038510762]",8
37793,Point,"[116.32227987618471, 39.89200900099175]",8
37794,Point,"[116.32233901889883, 39.892109915707515]",8
37795,Point,"[116.32238132377465, 39.89220419881073]",8
37796,Point,"[116.32241190313749, 39.89230066020659]",8
37797,Point,"[116.31629326123938, 39.88782626005601]",6
37798,Point,"[116.31613683281653, 39.88782767998303]",6
37799,Point,"[116.31538685815272, 39.88778113935479]",6
37800,Point,"[116.32778070672747, 39.952282370816036]",6
37801,Point,"[116.32784518088795, 39.95250880212573]",6
37802,Point,"[116.32778658389587, 39.952791201905875]",6
37803,Point,"[116.33074137341396, 39.95343405656952]",6
37804,Point,"[116.33064730991413, 39.95463482389207]",6
37805,Point,"[116.33055363363204, 39.955726487696246]",6
37806,Point,"[116.36825826521739, 39.833905656107376]",6
37807,Point,"[116.36961408893832, 39.833608807642285]",7
37808,Point,"[116.36961799932635, 39.833637815160586]",7
37809,Point,"[116.36962869638658, 39.83346891943448]",7
37810,Point,"[116.36953804107755, 39.83347428952815]",7
37811,Point,"[116.36940130632038, 39.83348239318264]",7
37812,Point,"[116.37041523938335, 39.83347644092948]",10
37813,Point,"[116.36987454210386, 39.83207587970149]",10
37814,Point,"[116.36973465545118, 39.83170395485173]",10
37815,Point,"[116.36961262259193, 39.833895224310915]",7
37816,Point,"[116.36940573355463, 39.83363750974496]",7
37817,Point,"[116.36826718927887, 39.83238756935011]",6
37818,Point,"[116.36826924783256, 39.832030548746545]",6
37819,Point,"[116.46674582651913, 39.99781393066109]",0
37820,Point,"[116.46677019268861, 39.9973517528568]",0
37821,Point,"[116.46512818858794, 39.99723232054214]",10
37822,Point,"[116.46512321679882, 39.99733613656847]",6
37823,Point,"[116.46511994402158, 39.99747255002277]",6
37824,Point,"[116.46778634273852, 39.99736951588673]",0
37825,Point,"[116.4666957220169, 39.997350430232665]",0
37826,Point,"[116.46666557392929, 39.99781532186219]",0
37827,Point,"[116.46554582485614, 39.997240043740945]",10
37828,Point,"[116.46600035438516, 39.997347278714976]",0
37829,Point,"[116.46600235921632, 39.99743347766039]",0
37830,Point,"[116.46554246031448, 39.99743866010569]",0
37831,Point,"[116.4655510219741, 39.99734153587523]",0
37832,Point,"[116.4425231886133, 39.96392446716422]",6
37833,Point,"[116.43548423251205, 39.981396629327286]",6
37834,Point,"[116.43750747582841, 39.981123716869504]",10
37835,Point,"[116.438965279816, 39.961829032185726]",6
37836,Point,"[116.43703813608548, 39.96288108241738]",10
37837,Point,"[116.43627788629391, 39.962062295336175]",10
37838,Point,"[116.43581673791964, 39.96132602734743]",10
37839,Point,"[116.43654262539262, 39.96341272253616]",6
37840,Point,"[116.43651467341459, 39.96342905778603]",6
37841,Point,"[116.43966736027818, 39.96136446020112]",6
37842,Point,"[116.44209270672543, 39.95982234361576]",6
37843,Point,"[116.43964270801723, 39.95982123285426]",10
37844,Point,"[116.4397901221365, 39.95967942449291]",8
37845,Point,"[116.435881215573, 39.96979138581795]",10
37846,Point,"[116.43512602827313, 39.9699019912925]",10
37847,Point,"[116.4340204296862, 39.969929766499384]",10
37848,Point,"[116.43384260722561, 39.97001416977455]",10
37849,Point,"[116.43617258164362, 39.97008024303604]",6
37850,Point,"[116.43653507540702, 39.97075382396405]",6
37851,Point,"[116.43369180730036, 39.973733086857436]",2
37852,Point,"[116.4339205100381, 39.9740792448909]",2
37853,Point,"[116.43448446266896, 39.974917637822706]",2
37854,Point,"[116.43693363782484, 39.96935987142015]",10
37855,Point,"[116.43924741911601, 39.9707783075473]",6
37856,Point,"[116.43926998172056, 39.9715852092116]",6
37857,Point,"[116.4391722279827, 39.97214336390385]",6
37858,Point,"[116.43903575844352, 39.97282487529083]",6
37859,Point,"[116.3959178374836, 39.9023989591699]",8
37860,Point,"[116.43146403507505, 39.99370307442237]",4
37861,Point,"[116.43053987086621, 39.993706693515314]",4
37862,Point,"[116.4337588857725, 39.9915537388166]",0
37863,Point,"[116.42828441009395, 39.99156868690827]",0
37864,Point,"[116.42663907853505, 39.99155426187045]",0
37865,Point,"[116.42417659318465, 39.99157709401351]",0
37866,Point,"[116.43475121348, 39.99182292049065]",0
37867,Point,"[116.4337609693968, 39.99066809962236]",6
37868,Point,"[116.40574022605838, 39.96548699637631]",6
37869,Point,"[116.40567267991163, 39.96752096768278]",6
37870,Point,"[116.4057378754051, 39.96509228046392]",6
37871,Point,"[116.40641612475787, 39.96510636195261]",6
37872,Point,"[116.40489882868707, 39.965458667311275]",6
37873,Point,"[116.40247813844456, 39.965404727753345]",6
37874,Point,"[116.40565076204626, 39.968179490750515]",6
37875,Point,"[116.43378198551835, 39.96991833378622]",0
37876,Point,"[116.43326914160455, 39.969905300637]",0
37877,Point,"[116.43294960429226, 39.969889347643715]",0
37878,Point,"[116.43269136264782, 39.96978712122764]",0
37879,Point,"[116.43266470009706, 39.96978174951289]",0
37880,Point,"[116.43372226272858, 39.96982609677773]",10
37881,Point,"[116.43327861649107, 39.969817286751024]",10
37882,Point,"[116.43275926051373, 39.969749247000564]",10
37883,Point,"[116.43240186712873, 39.96972872665569]",10
37884,Point,"[116.43218746841626, 39.96972265194359]",10
37885,Point,"[116.431606871733, 39.969708851901075]",10
37886,Point,"[116.43122159382162, 39.9696953415917]",10
37887,Point,"[116.43456214090088, 39.97254895354816]",6
37888,Point,"[116.434560356505, 39.97186702833268]",6
37889,Point,"[116.43660248048661, 39.970879145413576]",6
37890,Point,"[116.43746023660337, 39.97157949290643]",6
37891,Point,"[116.43749929295865, 39.97175625001666]",6
37892,Point,"[116.43749327389867, 39.97230997986991]",6
37893,Point,"[116.43746230082604, 39.972892542805695]",6
37894,Point,"[116.43636635986645, 39.97081563470513]",6
37895,Point,"[116.43593307120804, 39.970880166481756]",6
37896,Point,"[116.43511935958348, 39.970848036888725]",6
37897,Point,"[116.43451639386267, 39.97084903826256]",6
37898,Point,"[116.4345405809369, 39.97103811798591]",6
37899,Point,"[116.43389876725418, 39.972706914347874]",10
37900,Point,"[116.43404038396929, 39.972937464133395]",10
37901,Point,"[116.43901370950361, 39.97526640292774]",6
37902,Point,"[116.43963561332204, 39.97621049608208]",6
37903,Point,"[116.43812935283529, 39.975198372984465]",6
37904,Point,"[116.43772454439615, 39.97516159710787]",6
37905,Point,"[116.43760133958126, 39.975044550968995]",6
37906,Point,"[116.43753762540194, 39.974868225628434]",6
37907,Point,"[116.43754822571901, 39.974228886374426]",6
37908,Point,"[116.43756695606422, 39.973932850477695]",6
37909,Point,"[116.43773231003246, 39.973430817632895]",6
37910,Point,"[116.43891405909862, 39.97505182813468]",6
37911,Point,"[116.4387742681337, 39.97475150309148]",6
37912,Point,"[116.43882311601756, 39.97423641715361]",6
37913,Point,"[116.43878110461253, 39.973565746380366]",6
37914,Point,"[116.43882298809855, 39.973233077085744]",6
37915,Point,"[116.4605452984371, 39.9853712786309]",10
37916,Point,"[116.46214048056805, 39.98580167028922]",10
37917,Point,"[116.46247910845169, 39.985897514818696]",10
37918,Point,"[116.46286908698627, 39.986038541384254]",10
37919,Point,"[116.43860795206758, 39.96136739108643]",6
37920,Point,"[116.43568522161715, 39.96111607737696]",10
37921,Point,"[116.43568122650338, 39.96110438171191]",10
37922,Point,"[116.43541934388865, 39.960329964048]",10
37923,Point,"[116.43509896394549, 39.95967171683652]",0
37924,Point,"[116.43506012456442, 39.959670862426705]",0
37925,Point,"[116.43455770219514, 39.95966754652384]",0
37926,Point,"[116.43412595966534, 39.959667839724176]",0
37927,Point,"[116.43536974043455, 39.95968879760109]",0
37928,Point,"[116.43543903174655, 39.959695815498634]",0
37929,Point,"[116.43664188913534, 39.95971005259696]",0
37930,Point,"[116.4366975972382, 39.95971068331784]",0
37931,Point,"[116.43860405159795, 39.95974323188165]",0
37932,Point,"[116.43866514420445, 39.95974335069591]",0
37933,Point,"[116.43863343017702, 39.9615466643509]",6
37934,Point,"[116.43866405025275, 39.95977565343141]",6
37935,Point,"[116.43663868456463, 39.95963285352099]",8
37936,Point,"[116.43552248892365, 39.95961371274552]",8
37937,Point,"[116.43534956263204, 39.95961311855336]",8
37938,Point,"[116.45497983155533, 39.97001246792521]",6
37939,Point,"[116.46031879813323, 39.97089618519727]",6
37940,Point,"[116.46147163133753, 39.971018659059816]",6
37941,Point,"[116.46257610689064, 39.970800783751315]",6
37942,Point,"[116.46394260941747, 39.970223653570685]",6
37943,Point,"[116.4648098624298, 39.96979613345219]",6
37944,Point,"[116.46548697500894, 39.969460339674676]",6
37945,Point,"[116.4568540424912, 39.97030399237743]",10
37946,Point,"[116.4561378037912, 39.97077417358603]",10
37947,Point,"[116.43348102125924, 39.95965836080088]",0
37948,Point,"[116.43274329236644, 39.95964396298703]",0
37949,Point,"[116.43239259013984, 39.9596311356569]",0
37950,Point,"[116.43196508899906, 39.95962628299572]",0
37951,Point,"[116.43179682167724, 39.95962255677677]",0
37952,Point,"[116.43413625343283, 39.95974083095136]",0
37953,Point,"[116.4342188165132, 39.960430264540115]",0
37954,Point,"[116.4550085610694, 39.97004241203852]",8
37955,Point,"[116.45574592150797, 39.970673661817905]",8
37956,Point,"[116.46788994716711, 39.995227474537785]",0
37957,Point,"[116.46786071405538, 39.995822470421714]",6
37958,Point,"[116.46608849410484, 39.995844406622034]",6
37959,Point,"[116.46609323523295, 39.99706914750577]",6
37960,Point,"[116.46609354433943, 39.99714825014675]",6
37961,Point,"[116.46801844020514, 39.99518686197591]",8
37962,Point,"[116.46805867468403, 39.99487515134449]",8
37963,Point,"[116.46815433470964, 39.994557706072364]",8
37964,Point,"[116.46780775110388, 39.99717415586414]",10
37965,Point,"[116.46422664966192, 39.996872395844335]",6
37966,Point,"[116.46422238170187, 39.99702421214591]",6
37967,Point,"[116.33792652118971, 39.83639240012985]",6
37968,Point,"[116.3387331287811, 39.837708123911966]",6
37969,Point,"[116.33876611528864, 39.8377973925188]",6
37970,Point,"[116.33941080538905, 39.83954253195613]",6
37971,Point,"[116.33702834554123, 39.83461926897196]",6
37972,Point,"[116.33616249035606, 39.83322522153891]",6
37973,Point,"[116.33502781678422, 39.83180575577293]",6
37974,Point,"[116.33492566556342, 39.831665550872664]",6
37975,Point,"[116.34623323286237, 39.83957309322678]",10
37976,Point,"[116.34650993111677, 39.83942159768498]",10
37977,Point,"[116.34998381512396, 39.83951788950192]",10
